"","p_cntrl4224","p_cncr8407","p_cntrl6764","p_cncr3273","p_cntrl1262","p_cncr8861","p_cncr5984","p_cncr8964","p_cncr7142","p_cncr1466","p_cntrl8055","p_cncr5423","p_cncr4352","p_cncr5461","p_cntrl4503","p_cncr5996","p_cntrl6350","p_cntrl2055","p_cncr9392","p_cncr2497","p_cntrl3871","p_cntrl9527","p_cncr8117","p_cntrl3797","p_cncr2900","p_cncr4395","p_cncr2896","p_cncr3688","p_cncr3488","p_cncr5857"
"01110101011010111111",8254,34942,749275,21311,43662,5183259,63,4748745,22562,6946,246263,540817,153006,135120,293625,2938,14151,42023,1255163,749978,5485,7071,85826329,36289,6576,95872,33193,984015,1005072,168821
"00110100110001101011",113093,1121603,258,1244735,8382,501010,27219,588912,384854,41762,179149,4448,703335,57146,68199,95861,11176,6103,19321,1761154,9923174,867244,737644,13589,84234,98691,1043,1698048,1300158,10969
"10100011101110100101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000100110111110111",56231,38857,90149,44669,192093,52479,7049,105393,715395,82450,151366,53351,1375222,32190,5820,60792,78812,25376,107527,15904,1001246,14694291,1251180,97409,50039,24083,17138,1832941,257698,5228
"11010010101100111000",321794,2892628,62207,7151,729,718518,1529769,13741,32,10490,186489,43214,298632,65882,661159,3699,447230,9758,566962,8527,641,430,652,90847,718984,142953,23418,23077,166198,49570
"10110011110011101101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101010010001000101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11101101000101011101",381,65195,426160,3581,2854,1351,12028,371,17554,327778,487,915,684,85658,239076,51915,3141,17163,238723,2024,2184,12635,3678,2148,6819,36992,1716,117,48,11544
"10111011010011001111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010101010110110000",22745,213922,60180618,108554,14368,31254,9224,66110,7302,709024,108845,2139342,30482979,81010,458982,6436,118546,180051,1386407,7661,8530,3270,582440,29039,68211,708,42082,58343,142760,168908
"11001101010111011000",44625,1478748,9579718,101640,14313,17214,67453,410,1867466,942930,47971,103525,629016,35400,982783,22792,252566,47958,79310,68187,1360323,26428,112976,268052,11185,29795,59462,52863,758,87272
"00100000101100110010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010111110000000001",106327,475770,51929,1256175,14164,113972,57404,772046,387,72516,54721802,468030,33308163,15359,129652,9104,725006,10451,143233,1326906,1025995,63559,40759,8094,8406503,25156,3740,33222,293352,22188
"00111111110011111100",3207614,27274,3676,333811,13225,1595773,1600,87123,1112387,82928,1236321,95082,353856,905857,5135101,1645837,23261,1612,12823,849788,364469,607,1356547,714907,6737,378,816,9800253,296572,247017
"11000101110101100011",8176,314593,208679,373185,118856,19717,816384,442548,35927,103028,175460,63372,14236544,6287,154583,210756,79076,731832,24783,253405,29480967,13105757,44466,29185,571546,185203,1351,172962,45825,4491
"01100011100110111010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00011110001110110101",206701,11697,348578,31190,32996,262113,170,54553,7585,10734747,23440,45921,78678,88699,8045,4668,2971408,33440,380682,17621,153,6945,153851,1007029,258091,11494,37714,149880,694684,126544
"10111011110110010000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001111100000111010",90,24047,15055,3647,19287,105172,6993,807,35,58257,48206,466,16664,1294,253811,95703,14289,874,236068,2323,5936,161,142,6658,590308,2644,1,5187,577,67231
"00011101110101101110",27318,256063,32633,202035,72628,9306,260198,193606,4025024,1730666,4966,37293,415472,5764,540274,11254809,24388,11904,45222,2608232,5130154,5995790,19109,67599,83591,88191,2,43573288,929250,5599
"01011110100111000001",8456,221876,100,12301,10367,931,5225,159,576,161808,782,14,293365,2235,4133,657,134970,652,13335,111074,1199,16573,291,23528,20615359,17135,258,35873,113,4385
"11000101100010000001",1108,1814,55657,54630,65941,859,13620,5396,12,4841,22317,772,1431864,7980,22759,3961,53450,17138,7890,5487,8133,36478,6208,396,8504082,27601,3975,108,1216,19063
"00110111011010111110",26722,8147,165029,78009,53083,5229717,281,198110,39262,28842,223982,2187143,27871,122104,909356,7157,4023,57593,5042723,202032,970,305,4861049,1071192,5088,5031,528,4180421,1242427,463595
"10011101000111111000",2193,39095,247825,12796,20474,6052,9441,69,3231,1178087,27,719,60841,30185,376507,48932,4723,12009,114461,3431,200,119,3411,11297,75242,367,67,4951,79,140172
"01110100000110110101",594,7155,158535,1236,2791,2724,58,5771,360,184136,225,822,23595,130057,10824,620,2479,6052,1557023,243,4,3102,62904,924,53706,761,7885,1806,17425,15601
"00101000001101010110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00010111010000000101",12935,3887,376951,449686,81793,106832,1435,408644,6616,3364046,830839,1279163,579059,44113,73101,18073,115446,52419,2307651,1515764,143548,925123,109925,27245,874477,4558,243,61923,5416625,13925
"11100011110000011000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010011001111110011",18679,28994,170504,10442,869880,1563401,71283,33045,1105,24328,6746,471383,1151982,321644,45715,4732,775714,6083410,446371,107365,377,598,282674,4804727,162451,38493,125741,34134,4108,1224603
"10011110001011100011",925883,78959,759,3004919,6207768,450979,17951,63517,11556,545945,23323,54178,510262,85299,3842,9857,2349712,178030,6644,170788,16231,2622,128101,2152532,28231,33628,37888,475416,6845,6236949
"11111110000000101111",356,756698,379,4752,61455,26346,845,3460,181,190105,3787,288,1284,4454,43093,4189,3403,111,246340,16121,194,317,242,891,11588,10129,14,44184,699,246889
"10100011101110111010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101101101011000100",16947273,656,18824,40529746,507563,777,1779312,426791,568760,16329,48908,895136,127779,5082738,156936,6989563,390830,2161407,211,5501,240927,45570,684536,638219,1316,194341,919388,11594,87299,1879391
"10010111100001001110",11311,9434,327,176623,271985,2193,3150806,676,1044,21066,3774,16773,10268,10085,56672,295260,810,2931,316629,30994,3101,17291,272,5457,181531,8912,0,50206,965,23698
"11000101100101100011",122,20097,20103,12213,79409,1090,425614,9337,90,21851,492,307,497241,2398,48099,40157,4718,244945,31532,7697,43165,737849,529,1496,1944702,63926,28,2169,282,2150
"00010111011101000110",16046,13309,118697,872942,377910,9840,303021,80998,175627,729899,3838,7073997,51605,16955,57974,19750,10614,3734179,12860613,454031,14678,1462746,27770,2315095,60851,76508,28,2054759,245918,13150
"10101011000010010100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000110000010101111",121,6509,3090,288,234009,86802,169,155,39,50742,1403,48,4825,769,40100,129,2689,428,229837,50724,962,46496,487,3851,228151,14329,6,116752,1279,9954
"11100010011100111000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101110101011001110",16609009,66881,128,7023611,432991,10056,2436589,3182,2541013,19399,141031,67490,3723,177255,32251,395470,192268,20647,1122,19554,108789,11446,34245,4960592,1351,1161373,13816,856088,10214,1470595
"00110011101111110100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010010000101110100",1976,2273,12511,8598,245623,5506,103039,166,75,304161,34,31638,2297,299408,32091,61213,678,34705,10224690,33,4,390,33,13887,17376,22,61,648,2109,139704
"10101010110011101110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001010010010001111",736,109004,8530,4049,2640191,249482,348,1473,101683,179253,79266,6621,12063,2239,18845,5553,656929,564,113235,2151606,264084,204604,5971,235533,102576,237205,2453,1021741,68981,209900
"11101011000000100001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110000110100111011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00101010111000101010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001111110100101111",906,639740,114831,2701,15754,185420,3716,74576,41795,1175564,664647,2145,254790,183,1028503,115031,211082,1717,71361,13488241,7407031,5017917,2110,78801,3623217,752237,4,14043780,328805,889
"10101111101100101001",103747,297755,66238,157608,492,177324,90485,49925,3395,509153,313010,1311,85681,11692,3863321,99827,623474,142729,2499,426828,135181,7524,3590,416067,4007921,2392787,3281,15191,105346,14252
"01001100010111100010",4749,531460,84021,71717,382241,4770,12377,5977,1033583,1270889,1224,7027,1313304,5521,58213,7709,172693,121384,23760,67568,2721043,1449248,20769,534451,6205,30675,7274,5165195,9983,69043
"00100111000101011001",99,11459,64709,1308,125,45611,2752,21,1942,412625,712,94,1203,31016,438666,800,1001,94209,2386407,23302,1360,6987,2593,47554,1028260,10506,68,125,170,647
"11110001011100100010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11011111010100100010",991,4386669,684174,74685,83921,18965,33709,69196,9361,6121267,82542,322084,3507266,1432,413424,17914,302907,62366,1116182,265478,85334,7806,1786,164848,134698,9677,54,2118040,30873,184727
"01110100110111010111",231098,320910,10847,362919,22917,5555,15115,155767,18784222,51080,204881,296885,556887,252004,987,47151,65852,15462,376814,20726,46906,1104911,18730629,110692,23666,62012,122197,949461,336938,17844
"11111101100110011100",5879,123347,124956,9434,1189,136,19412,733,9746,42571,2576,2715,16592,35968,130934,126531,8999,432,108433,770,33,161,8890,1564,90079,13656,480,3792,1140,61148
"10011101101001110101",5035045,3248,97271,3156708,255988,298814,73126,45388488,4314,100077,476029,1425339,1119701,3751571,52801,9037992,1438610,230933,7806,21511,115469,37895,1678003,26255,17100,19106,121256,11040,536271,447953
"01001000010110010010",80,204748,1717707,4373,182576,4758,1757,1878,339349,385920,4732,51483,141229,8778,3514,5534,1598958,40018,1664376,2879,24997,63925,30540,380937,38385,51099,201474,38598,57457,285479
"11100001111111001101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101101011101011010",4354,869457,1380925,894404,12125,24755,182663,10509,6658592,306965,12416,553977,5308,43977,246808,107478,23159,1753610,1040085,13760,162214,12984,228123,1185210,2042,609911,17890,18704,4377,152433
"00111101010110010001",2595,68531,4895811,197893,2412,15715,61,69788,2163656,9180184,55610,79680,902798,109245,19865,23513,801119,115056,508974,92977,12196,8775,11849077,169651,569507,9180,209674,10142,531706,86860
"01100100010011111100",634562,51384,136092,66351,12075,429590,2759,16181,486114,23966,103839,95609,79140,2210703,2370195,9241,3350,11979,67284,12269,727143,51225,1811382,54982,50,1749,252767,463189,99337,92437
"01001110101000100110",85454,32609,4711,44029,145553,49146,56307,1367577,458,32655,414017,31494,121600,14322,70388,25678,1466113,18598,18786,25250,224762,371177,1739,188719,14718,576067,1665,1786749,529357,77377
"00001101110010100001",11815,2990,178408,427366,123765,123045,203,1085255,11499,360920,573519,4256,19588673,11111,208771,272570,1397005,28054,1014,1021296,16175936,539246,385407,29438,4585754,13261,10586,108166,2164905,36142
"11110100001111111001",3986691,2675100,135437,134836,1198,419620,59499,15675,32353,60443,14617,23017,292378,1496325,182661,752,104453,174933,39396,20364,1937,1599,2724326,142535,6495,174691,7658816,20384,7156,151074
"11100101000011110100",7873,210,210424,29475,170445,4141,8203,5946,424,4652,876,46504,31629,4192592,813719,38574,402,280020,65368,56,501,434,74767,4032,124,76,19150,421,306,646371
"00100101001011110110",123770,72,480342,274998,467237,108878,17151,726037,185905,16352,5964,2302980,48335,11904824,160994,171196,24161,30290495,70834,2389,17738,38191,28471413,1925150,81,16196,188477,49918,280302,1007385
"10000010000011100010",319,535,311,27988,22510026,10235,56500,31,69,12691,33,1560,10362,29873,16844,8529,1758,119210,80270,368,333,496,62,100540,24010,203,127,2656,144,1827348
"01010111111111110001",368647,77852,68449,65101,7085,4227771,2355,486742,1204,13411,738092,72225,23175704,44520,450526,1239,165150,178549,180736,2275971,32649,12305,1233579,951415,5993034,12379,24949,1003976,60757,6416
"00101111111101101110",32891,76463,4976,194190,22699,85014,107633,87444,966567,94173,19745,20903,7610,6932,5300070,870829,5169,160293,35582,1308320,1045129,227891,6210,3889169,28552,507877,15,16975772,154458,7725
"00101011011000001011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11101101100000110110",144,3586,60998,9969,62990,1359,7027,239201,232,6033,19008,12955,17036,78409,93193,1031959,5767,9388,103510,43,1974,966,5716,684,1783,2697,376,1394,3902,337999
"10001100001110000010",18981,82508,681659,1400382,424008,225,345874,2534,226140,2859318,1455,99875,63419,7457,1333,11226,3628432,1168631,49698,895,6060,134230,14857,1008127,44535,1882504,96559,16200,27325,696547
"11010001011001010000",35541,34584,957598,671049,287881,237456,273859,1073090,609,2093,55242,34213228,993623,2540368,264376,14798,76264,2664591,2650277,15549,19199,2740,283161,43276,3912,8856,1951810,1217,37880,1272502
"11100000001001000101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10011010101101111110",546219,333466,2108,63786,221074,183227,3442070,13329,45266,100882,8562,157856,6393,113341,38465,2585253,257470,13335,190611,7845,1941,2723,1229,1498558,16342,105453,598,670464,73111,464305
"00111101111100000101",26675,27327,168548,2157451,5589,2289,4956,12755911,199045,480039,65536,172313,136672,31876,45793,531215,185560,157072,100851,346036,34317,904009,347148,37020,1612069,894649,8851,52736,14217526,7154
"00010010110100100011",782,174199,3355,33935,64367,151125,11659,82791,3488,425136,47393,9404,1119165,1795,8035,35273,189540,16426,883809,367207,44843,360227,2029,110696,48208040,28346,92,486446,7684696,7455
"10011000000100010000",37,37947,220393,11166,27647,180,16641,216,198,1239421,32,5040,4959,29762,1793,26825,49094,10260,6883715,16,6,293,69,1617,236029,1025,2442,17,2669,304016
"11110111100101101000",15315,732756,1031,13836,292,5241,1497177,479,78,12074,1362,222,127375,19916,13528976,9572,341,9083,42674,46142,1556,368,75,5915,428625,5576,5,22994,171,4222
"10100111111110000100",585291,3561,233119,8771785,41130,1534,264000,30387,100576,50592,391314,2871394,90677,39731,358002,103304,18906,948516,90621,7684,6000,22481,41831,1625559,332734,61353,7824,60872,712587,51215
"00010011001010100110",10748,93,59822,33390,8475691,189020,15654,290030,539,33095,1933,1377857,155192,254570,114681,50342,175693,2084365,278100,141063,345,5838,61255,1755795,46648,15760,784,408686,3090265,2159821
"00110101100100010011",15,9401,60691,8072,541,829,2980,22653,1626,94585,1905,1231,49033,12644,1558,19773,9272,56501,5058179,1685,110,21485,80729,1934,12107501,41558,86,243,35543,2082
"11001010111000011010",5444,3223255,9056,41141,82590,954109,66393,17463,1267,1870,4298045,127353,21007,3951,47670,9030,759734,1431,743205,16941,87663,1056,1304,194912,83117,591320,28570,49428,19677,503688
"01011001110110001100",13268,147138,241613,14753,39320,1920,40814,19116,230198,108907,8171,27111,753218,8759,605523,584639,379803,1675,27366,2177435,88471,241976,9732,34711,1283923,238599,809,1399332,1263406,24094
"01110100100010010010",838,33467,1762,14832,3915,885,2753,7372,529,1274,8347,2134,139509,67492,1130,801,11567,1735,656400,159,70,662,139195,1703,61988,6705,7051,3628,5770,102752
"01111011010010000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11000010000101001100",956,43043,6337,1950,73167,618,2569098,2,198,56938,31,1038,333,12382,279783,3802,664,8342,883106,1267,341,29686,1,9557,31587,13106,30,962,80,9780
"11011110100011100111",30441,30877,16,71084,7729504,7476,7483,7196,329,21788,5469,674,125625,8608,2488,50480,26331,257,5422,14779,1336,2651,1021,6615,89015,1571,47,411169,202,449441
"11001011001101101001",13594,271457,125148,5135,47856,1032461,294261,5587,436,169801,3171,2369,70099,31701,9351729,15713,819083,886639,7217,2815603,175513,14723,302,966775,279154,1189819,15186,11635,1487,67629
"00000001111011101101",140288,199,16481,190272,1905777,1843620,11168,502518,6746,1341,13189,25571,207418,131399,1891469,693726,15227,194105,2218,4362358,1498560,1350209,238347,103756,448150,122473,9065,181113,1980586,23688
"01111111010001010111",7645,134134,24127,90706,91592,404453,544,1058258,909237,330857,1473018,1374301,103416,482349,35375,53344,170356,35486,1763630,746301,277268,22321,3592835,311443,1613,7638,8406,425870,36431,272038
"01001010001010010101",24672,1969,125780,4803,419260,475806,283,31592,719,45749,133350,66577,16436,404014,8244,1771,12964850,33869,125064,13184,1638,7733,58016,686959,32833,94051,7216469,3094,97791,944770
"11000110011011101011",158163,842817,3528,312141,1195984,7695938,14619,6413,3961,11244,265356,24258,232876,4783,192838,170,32245,37767,39048,1358655,604305,27888,47332,566648,29357,160368,13510,1889877,1583,175595
"01010001111011011001",122190,39659,27785,52533,37377,5497962,7380,388945,2659,225,254395,75208,2646364,280071,238835,7230,222348,31187,61996,6545777,140002,18691,4974923,62006,1326586,255719,672032,37255,109714,44792
"00101101110110111011",854,170409,481527,18007,2327,237993,182,40321,3149182,565185,226187,1374,395603,4328,158607,269008,213948,12420,27521,349595,895522,49194,2567892,236131,1545118,161318,2411,410226,477420,12935
"01010001101000000000",32923,7453,115401,74277,13463,15335,888103,4911063,31,1228,40152,231761,4876119,413222,253256,19534,1758430,773493,48043,163114,32140,115691,30095,15705,787098,1141810,146235,3200,3015842,61282
"11100100001111111110",862846,199041,330109,75457,36311,26120,795801,4535,724808,29407,3777,284040,8303,838017,162231,12689,14267,591801,106110,594,3879,20938,522931,749902,50,328324,320773,188112,7475,320071
"00011110011000100101",49729,24096,18983,574265,267802,931861,109,3138135,805,1856718,182104,126922,86246,17643,49125,6981,212183,10508,409365,411152,23319,65063,16395,52053,129909,7725,2351,506721,3818637,93389
"01010100001100110001",22428,302569,4432430,9934,559,246206,3783,927591,132,534934,29880,35624,1435574,125652,26217,169,1240265,302498,1939845,11548,2138,148719,237737,14585,281713,180723,615179,5404,761778,7475
"10000100010011000100",1913575,3485,126899,31240165,4414864,1481,316920,6173,1009645,464909,34870,4037398,211003,492639,19623,138367,25472,178379,38645,1857,811072,1568938,115289,69986,847,1860,77484,36064,118866,426281
"00011001000101010011",1,3633,51896,1137,182156,2781,2058,1729,2921,563726,6,908,8453,21582,1254,76788,44173,195436,4174172,9252,181,15468,3979,14724,1159077,10569,132,182,759,41623
"01101010111101001011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10111111011100110001",8561,302270,1420978,455009,3542,993198,344,819890,4805,2544125,435276,479643,190622,58443,347793,13769,170150,417178,2104597,42649,1507,114,191801,398163,312512,4994,37758,10171,173984,245615
"11011011000111010110",128,5857,21266,1726,4964331,678,34971,72,3902,84281,38,49627,5527,44648,7560,72351,17584,29762,2752695,1019,5,97,545,183200,17149,717,87,7978,28,1827045
"00010101101001010000",1476856,3797,144126,1598249,4293,68490,771582,2606502,2542,12690,201111,1255398,3284288,3483791,68927,75124,623220,1796409,127128,26512,128643,129462,2064305,88218,82336,73535,115921,4494,651327,34181
"10000110101111000010",2243415,52058,3407,5021400,235865,1759,27330904,780,110807,76713,26848,122683,238348,20286,3870,13106,500416,1377255,19318,4406,30859,207984,7752,10564582,297263,785681,10128,139783,8823,78855
"01000011000010110010",2,215,93881,53,400741,160707,230,559,2,2868,563,1622,57312,18046,160775,562,8793,75687,2267839,1883,80,114,1240,41087,156084,331,170,1703,779,301256
"11100101101001111101",4466662,19294,155844,204895,4085,1348008,342193,3997746,3413,1529,2067742,188401,145770,6132812,3690776,320698,48303,278797,5083,32153,706587,65155,2115222,17252,1968,409221,692798,5261,99955,40554
"01110001001011101111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000110011011101100",6886797,14387,13460,3796635,1551411,680904,83529,3001,15772,61709,59231,450898,26517,71658,1471357,8652,3706,49821,39478,52592,118021,23156,9901,678817,2165,4364,3270,1212858,34112,273256
"11010101000011110010",853,5574,66386,17982,780498,14160,14355,6169,102,7902,484,38272,879643,171323,36842,5197,3386,107826,513209,809,286,232,84433,4084,4076,182,702,5702,93,1092584
"11110100011111100011",120026,1653222,14358,2607050,258181,31889,33541,240150,152778,39845,4993,183715,877167,61283,15870,1313,19256,1127278,91669,54857,8840,25784,1424003,242554,10354,134744,483517,529581,17915,328046
"01011000100110101011",18,334725,572,145,46803,4575,1087,572,161,24746,25,1,67664,239,7511,6102,59547,132,18972,127802,282,9657,164,1537,30115376,224421,33,72664,3126,13564
"10100011111001100011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000111001101110000",195250,7652,4371211,219089,11110,238028,913081,13803,1094,669275,30500,939606,257181,519009,1444793,14541,115054,31066366,558752,2719,17873,8911,14207,2708218,23860,7529,16899,3072,13207,59385
"00001100100110110110",138,1145,43327,3217,122390,260,968,1094,5113,376253,178,380,8927,2674,1503,170327,16648,2174,216440,32,196,44207,1437,9008,169625,2583,31,26114,18334,20875
"10100011111011001110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00110010000110111111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101010001000001010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00011000111001111101",235890,33290,2757,146519,178320,6796011,2118,3334744,9512,11664,59757,37567,38694,316258,80586,1050314,100684,2040,54926,306194,172689,66335,127910,18037,51187,30472,36305,156032,2789824,79540
"11011111010010011010",9464,4034234,408903,60557,85307,445284,2981,3532,78280,346597,3519432,726963,1016391,7228,118137,3674,862521,1314,1385169,445843,48651,162,241244,268428,33826,9966,1551,1090328,3990,1969016
"10011111101010110000",2460595,10291,100870,949749,47944,555129,14473,561770,303,70402,2519179,516554,6714893,315308,201433,103924,5562708,61687,13835,14469,3544,38,249777,641420,292106,3293,51493,52811,174937,3142470
"11000011110101000001",15250,110688,44485,153248,65297,31334,1621088,11885,4801,38376,326817,73145,2345689,22769,374614,77168,238127,411893,49113,556754,2892990,655680,1307,204923,6905486,82047,9420,6272,20965,7152
"00001001110011111111",5105,1416,24398,18710,4441499,2286482,889,142417,880545,23716,57949,19294,140232,84577,107883,16188561,159234,8781,7581,948521,5452488,275868,1121269,186363,62370,17894,2137,659474,424371,179106
"00100111110001100101",252646,1063,5186,1113959,37865,428245,9574,1634642,34141,70715,1805019,80400,512419,472988,2246106,831330,9435,232649,9852,720292,14587085,1179635,166208,139103,75299,2973,1049,179856,2187068,7279
"10100111110010001011",28399,106839,9328,1439686,39378,166543,20020,6060,297472,41981,11631674,36829,403251,5528,106975,41415,81989,14470,19078,1089095,1409208,19209,401198,304800,2446439,208228,1080,131107,103728,73016
"00000100011101110110",10171,8174,1143296,225571,240092,44564,34295,165609,172436,371434,2771,1818876,15642,69255,21350,31139,5821,2321442,9356896,932,46002,4380676,108102,347253,1217,19410,3882,249230,576961,14627
"11011110000000010000",928,363875,21601,14556,8902,5549,2893,740,9,260801,25194,7631,34932,22559,9513,333,89190,540,4366372,174,66,37,169,1548,38950,365,1597,340,173,414885
"10010010010001101111",36614,119223,1097,278816,8127293,1913182,74917,16830,37201,260818,29428,287176,26236,53257,52420,239450,10008,7308,485278,600734,145555,75977,5156,67864,16779,4491,108,811542,212004,373735
"00011100111101101100",1378846,529243,7557,1077450,15910,21036,180949,271725,171169,372428,3939,19679,82571,13985,471163,423123,20466,6175,30016,352447,382450,1808540,4686,48694,59573,169960,241,8903638,1376474,4490
"11010000001010011101",425093,37882,433483,41051,193132,297750,21614,41529,1235,10447,68940,727033,45432,1186094,9221,3754,1080368,11523,318781,9979,276,4850,614027,13118,17551,274183,7495646,1750,225729,1275467
"11111111111010101011",83304,2902759,1603,394696,61845,2917242,1609,1005765,5478,4814,5057510,18596,1563513,3928,716970,10359,238474,3367,5934,13381014,82515,168,408188,225808,629554,424847,4347,5993162,35349,728407
"11100010110000010101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11000000100001011001",1524,49392,2242,4618,15588,39747,136897,397,23,694,6951,220,14395,76827,21019,9174,11516,1280,77575,1109,12256,13948,496,283,337214,28829,18181,20,223,14358
"00100101011100001001",1184,82093,4376336,159117,378,47545,5486,45627,45272,430091,16524,14198,27789,8289,1009392,1562,18782,1548534,594484,927787,176975,1368402,141134,68728,1688820,4422768,11664,3810,779897,1013
"01111111110000010000",33320,627553,52028,137918,367,137834,1921,1118595,9349,52941,34196881,257343,3344973,187228,579945,20438,743691,4612,370940,147846,278916,795,266867,73196,98925,4829,25226,83524,346981,93120
"01101000001001101010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001011000111110011",9,849,25707,1168,4156532,41077,1047,49,703,326037,40,494,9175,10074,13445,69304,25976,236255,225400,2173,121,155,608,426347,699688,482,146,639,31,603022
"11010100100101000000",20644,433363,2850,218740,5246,31,8100371,906,191,34614,365,1849,347249,17275,11260,5909,5963,11384,131835,489,1597,90610,97,582,423277,15526,379,1328,471,4577
"01111110010101001100",255909,14371636,6255,115922,1449,7118,68604,1930,3604645,2940722,18535,26219,13982,49262,974044,8688,19911,2255,329276,745883,192177,106309,2810,263944,2548,47512,724,4438055,26280,13264
"11100010011010000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00010100001011001001",2531668,47819,9971,1012362,29188,181002,42204,12492,23917,125865,5830,9475,304730,269628,17981,696,454286,104490,13099,1340815,68384,432871,1119088,109685,159104,877973,216471,36835,78694,44797
"00000111100110110110",98,106,124982,1050,62179,3152,2374,548,330,106189,1427,2631,26987,2929,31251,44058,2958,26674,1602583,425,82,11579,1602,66243,2013563,741,1,33694,15005,5426
"00111011111101110111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101001011000110001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00101110100000110100",1757,1084,1888,9733,3559,10328,342,9897,97,68724,23842,559,2121,97488,86754,82824,4823,840,157451,52,610,594,376,5079,18420,176,175,1952,32643,41825
"00101101100000011100",403,1356,66853,7440,802,1753,2250,5804,2191,34552,7812,736,1255,74314,300111,456362,4344,1399,123386,872,4592,7218,4907,890,40339,12821,105,352,22662,10294
"10101001101111010001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101110101010011001",635546,530283,5518,22581,275,1520749,805,16434,4987,8995,11035454,828,76688,91750,85631,383,6784094,1609,5716,154737,55188,1472,416953,485004,294523,2097960,3899753,21165,27116,62418
